Lp.;Adres_Ulica_i_numer;Adres_Kod_pocztowy;Adres_Miasto;Adres_Wojewodztwo
8310;PRZEDWIOŚNIE 22/8;44-119;GLIWICE;bd
8311;SPACEROWA 2/3;66-010;NOWOGRÓD BOBRZAŃSKI;bd
8312;BOBROWA 40;46-325;BOBROWA;bd
8313;KRASZEWSKIEGO 41/3;48-340;GŁUCHOŁAZY;bd
8314;CHRZANOWO 2;62-652;CHRZANOWO;bd
8315;SPACEROWA 44;83-331;PRZYJAŹŃ;bd
8316;OSIEDLE BRZOZOWE 5/35;11-700;MRĄGOWO;bd
8317;JÓZEFA SUŁKOWSKIEGO 46/5;85-642;BYDGOSZCZ;bd
8318;ARMII ANDERSA 1F;26-300;OPOCZNO;bd
8319;ŻARNOWIECKA 2/7;84-110;KROKOWA;bd
8320;WITOLDA PILECKIEGO 59;26-300;OPOCZNO;bd
8321;WARSZAWSKA 27;09-150;CZERWIŃSK NAD WISŁĄ;bd
8322;JAGIELLOŃSKA 3;32-040;OCHOJNO;bd
8323;PLAC STRZELECKI 2/17;50-224;WROCŁAW;bd
8324;STAROPOLSKA 2;59-216;KUNICE;bd
8325;STAROPOLSKA 2;59-216;KUNICE;bd
8326;KSAWEREGO DUNIKOWSKIEGO 17F/3;80-524;GDAŃSK;bd
8327;SIENKIEWICZA 19/14;24-100;PUŁAWY;bd
8328;FALK POLONUSA 3/9;80-609;GDAŃSK;bd
8329;LUBIEJEWSKA 2/5;07-300;OSTRÓW MAZOWIECKA;bd
8330;KARCZEWO 8;62-280;KARCZEWKO;bd
8331;MOSTOWA 3/1;25-530;KIELCE;bd
8332;OS.PIASTÓW 26/86;31-624;KRAKÓW;bd
8333;LUBIEJEWSKA 2C/19;07-300;OSTRÓW MAZOWIECKA;bd
8334;WLEWO 7/6;72-300;GRYFICE;bd
8335;HARCERSKA 15;07-300;OSTRÓW MAZOWIECKA;bd
8336;TUWIMA 7A;99-300;KUTNO;bd
8337;RZĄDZA 39B/8;05-306;RZĄDZA;bd
8338;POLNA 10/11;84-230;RUMIA;bd
8339;SŁONOWICE 21A;76-251;KOBYLNICA;bd
8340;KIERZKOWSKA 45B;26-600;RADOM;bd
8341;WICHROWE WZGÓRZE 1/24;89-100;NAKŁO NAD NOTECIĄ;bd
8342;KONSTYTUCJI 56/9;41-905;BYTOM;bd
8343;STEFANA BATOREGO 7B/8A;43-300;BIELSKO-BIAŁA;bd
8344;NA BUCZEK 12;44-172;WIDÓW;bd
8345;KŁODA 28/C;64-130;RYDZYNA;bd
8346;DUZA GÓRA 28;30-857;KRAKÓW;bd
8347;SZANIEWSKIEGO 6A;05-140;SEROCK;bd
8348;OS. PRZYLESIE 4A/3;57-230;KAMIENIEC ZĄBKOWICKI;bd
8349;TUCHOLSKA 20;89-620;PAWŁOWO;bd
8350;SADŁOWICE 10H/5;24-100;PUŁAWY;bd
8351;WÓLCZYŃSKA 301A;01-919;WARSZAWA;bd
8352;CIESZYŃSKA 212/3;43-384;JAWORZE;bd
8353;CHABRÓW 12/27;45-221;OPOLE;bd
8354;WOJCIECHA CYBULSKIEGO 25/2;50-205;WROCŁAW;bd
8355;LEŚNA 13/11;05-130;ZEGRZE POŁUDNIOWE;bd
8356;OSTROBRAMSKA 80/100;04-163;WARSZAWA;bd
8357;MARSZ. PIŁSUDSKIEGO 146;26-200;KOŃSKIE;bd
8358;JULIUSZA KOSSAKA 5/12;47-400;RACIBÓRZ;bd
8359;SKRYTA 2/2;64-100;LESZNO;bd
8360;STAROWIEJSKA 22C;38-200;JASŁO;bd
8361;STAROWIEJSKA 22C;38-200;JASŁO;bd
8362;STEFANII MAZUREK -/-;45-821;OPOLE;bd
8363;RYDZYŃSKA 20;64-113;KĄKOLEWO;bd
8364;LAZUROWA 31A;20-388;MĘTÓW;bd
8365;PROF. JÓZEFA WIĘCKOWSKIEGO 8/7;80-809;GDAŃSK;bd
8366;KS. BP. IGNACEGO KRASICKIEGO 3/1A;71-333;SZCZECIN;bd
8367;PIŁSUDSKIEGO 69/73;10-449;OLSZTYN;bd
8368;PABIANICKA 108/21;93-486;ŁÓDŹ;bd
8369;LANGERA 2/28;32-700;BOCHNIA;bd
8370;JAGIELLOŃSKA 57A/3;10-283;OLSZTYN;bd
8371;SOCHACZEWSKA 126;05-850;MACIERZYSZ;bd
8372;JANISZEWO 31;87-602;JANISZEWO;bd
8373;SZARYCH MNICHÓW 5D/5;74-106;KOŁBACZ;bd
8374;LEOPOLDA OKULICKIEGO 53/10;72-010;POLICE;bd
8375;WŁADYSŁAWA BIEGAŃSKIEGO 13/7;80-807;GDAŃSK;bd
8376;KAROLA MIARKI 3/10;41-400;MYSŁOWICE;bd
8377;SMARDZKO 34/2;78-300;SMARDZKO;bd
8378;ARKI BOŻKA 138/2;44-213;RYBNIK;bd
8379;KOSZALIŃSKA 20/3;76-200;SŁUPSK;bd
8380;JAGIELLONÓW 32/3;72-310;PŁOTY;bd
8381;SZOPENA 80;22-600;TOMASZÓW LUBELSKI;bd
8382;OJCA BEYZYMA 13/14;70-371;SZCZECIN;bd
8383;POSTOLIN 21B;56-300;POSTOLIN;bd
8384;JULIANA TUWIMA 6/65;47-225;KĘDZIERZYN-KOŹLE;bd
8385;SZCZĘŚLIWA 4/36;85-792;BYDGOSZCZ;bd
8386;JEZIORKI, GRANICZNA 4;64-810;KACZORY;bd
8387;1905-GO ROKU 54/19;26-600;RADOM;bd
8388;JANA JERZEGO HAFFNERA 37/6;81-708;SOPOT;bd
8389;MYŚLIWSKA 8/15;13-230;LIDZBARK;bd
8390;WARSZAWSKA 69/58;15-201;BIAŁYSTOK;bd
8391;POWSTAŃCÓW ŚLĄSKICH 98;44-144;ŻERNICA;bd
8392;ADAMA MICKIEWICZA 20/165;41-400;MYSŁOWICE;bd
8393;KAROLA WOJTYŁY 15/19;08-500;RYKI;bd
8394;WIOSENNA 16/6;57-300;KŁODZKO;bd
8395;GENERAŁA BEMA 128B/8;87-100;TORUŃ;bd
8396;KADYNY 29/1;82-340;KADYNY;bd
8397;ALEJA JERZEGO WASZYNGTONA 33/198;04-030;WARSZAWA;bd
8398;WIENIAWSKIEGO 2C/9;47-224;KĘDZIERZYN-KOŹLE;bd
8399;WYBICKIEGO 6/7;83-400;KOŚCIERZYNA;bd
8400;ZALESIE 9B/6;64-140;WŁOSZAKOWICE;bd
8401;JAGIELLOŃSKA 50A/8;33-300;NOWY SĄCZ;bd
8402;OTOCZNA 34;62-300;WRZEŚNIA;bd
8403;RYNEK 28/2;44-120;PYSKOWICE;bd
8404;MEŁNO 14/4;86-330;MEŁNO;bd
8405;TAMKA 29B/20;80-627;GDAŃSK;bd
8406;TOPOLOWA 24/3;41-303;DĄBROWA GÓRNICZA;bd
8407;BORYSZEW 15A;05-462;BORYSZEW;bd
8408;MIECZYSŁAWA MICHAŁOWICZA 13/50;43-502;CZECHOWICE-DZIEDZICE;bd
8409;KARTUSKA 110/4;80-104;GDAŃSK;bd
8410;KOSTROMSKA 76/59;97-300;PIOTRKÓW TRYBUNALSKI;bd
8411;OLSZEWSKA 22/9;00-792;WARSZAWA;bd
8412;NOWA 8B;13-230;LIDZBARK;bd
8413;ANDERSA 6/6;22-600;TOMASZÓW LUBELSKI;bd
8414;HODOWCÓW 6;43-200;PSZCZYNA;bd
8415;ŁAGIEWNICKA 56/10;41-608;ŚWIĘTOCHŁOWICE;bd
8416;SMYCZKOWA 4/186;20-844;LUBLIN;bd
8417;BOLESŁAWA ŚMIAŁEGO 65A/32;78-200;BIAŁOGARD;bd
8418;KRZCZONÓW 3;23-110;KRZCZONÓW;bd
8419;OS. GÓRALI 7/11;31-959;KRAKÓW;bd
8420;WOJSKA POLSKIEGO 45/59;88-100;INOWROCŁAW;bd
8421;ŚWIERKOWA 6;62-700;TUREK;bd
8422;MŁODZIEŻOWA 17/49;89-600;CHOJNICE;bd
8423;STRAŻACKA 9/B;24-173;MARKUSZÓW;bd
8424;GEN.WŁADYSŁAWA SIKORSKIEGO 19;83-110;TCZEW;bd
8425;KŁODA BŁONIE 386/11-212;26-910;MAGNUSZEW;bd
8426;PUCKA 7/1;84-103;ŁEBCZ;bd
8427;WARMIŃSKA 4/6;13-124;KOZŁOWO;bd
8428;JANA III SOBIESKIEGO 12/25;87-100;TORUŃ;bd
8429;ŻMUDZKA 26A/34;85-028;BYDGOSZCZ;bd
8430;CZARNOWIEJSKA 103/6;30-049;KRAKÓW;bd
8431;STARA 4/8;25-544;KIELCE;bd
8432;LUDOWA 10/2;64-920;PIŁA;bd
8433;CZERNIEJÓW 85A;23-114;JABŁONNA-MAJĄTEK;bd
8434;DANTYSZKA 13;65-850;ZIELONA GÓRA;bd
8435;JANA DZIEWANOWSKIEGO 3/1;80-752;GDAŃSK;bd
8436;21 STYCZNIA 105;42-460;PRZECZYCE;bd
8437;JANA DZIEWANOWSKIEGO 3/3;80-752;GDAŃSK;bd
8438;DĘBOWA 2;34-360;MILÓWKA;bd
8439;DĘBOWA 2;34-360;MILÓWKA;bd
8440;OLCHOWA 11;42-290;BLACHOWNIA;bd
8441;SKOWRONKÓW 9/45;33-100;TARNÓW;bd
8442;POWSTAŃCÓW 22/5;41-500;CHORZÓW;bd
8443;GRUDZIŃSKICH 11/2;64-800;CHODZIEŻ;bd
8444;GRUDZIŃSKICH 11/2;64-800;CHODZIEŻ;bd
8445;ŁUKASZEWICZA 31A/2;60-729;POZNAŃ;bd
8446;ANDERSA 27/4;58-200;DZIERŻONIÓW;bd
8447;ANDERSA 27/4;58-200;DZIERŻONIÓW;bd
8448;1-GO MAJA 165A;26-110;SKARŻYSKO-KAMIENNA;bd
8449;WYSZMONTÓW 53;27-530;WYSZMONTÓW;bd
8450;GORZYCKA 185/1;63-400;OSTRÓW WIELKOPOLSKI;bd
8451;BLACHARSKA 9;24-100;PUŁAWY;bd
8452;BLACHARSKA 9;24-100;PUŁAWY;bd
8453;HELENY 20/61;30-838;KRAKÓW;bd
8454;KOBYLE 40A;22-360;KOBYLE;bd
8455;KOBYLE 40A;22-360;KOBYLE;bd
8456;POGODNA 29C/7;15-365;BIAŁYSTOK;bd
8457;SŁUŻBOWA 29/7;92-305;ŁÓDŹ;bd
8458;POGODNA 36/102;20-337;LUBLIN;bd
8459;WARYŃSKIEGO 26/4;85-320;BYDGOSZCZ;bd
8460;POMORSKA 94C/71;80-333;GDAŃSK;bd
8461;ALEKSANDRA ORŁOWSKIEGO 32/2;32-600;OŚWIĘCIM;bd
8462;DEMBOWSKIEGO 7/11;71-533;SZCZECIN;bd
8463;DWORCOWA 83/107;10-437;OLSZTYN;bd
8464;KŁOTNO 32;87-821;BARUCHOWO;bd
8465;SOLNA 37;32-625;SKIDZIŃ;bd
8466;DALESZYNEK 5/13;64-420;KWILCZ;bd
8467;MARII CURIE SKŁODOWSKIEJ 78/20;85-733;BYDGOSZCZ;bd
8468;KĄTY 60;64-113;KĄTY;bd
8469;PODANIN 17A;64-800;PODANIN;bd
8470;PODANIN 17A;64-800;PODANIN;bd
8471;BAGIENNA 25;32-800;BRZESKO;bd
8472;BRACI B. I W.KORDULÓW 7;32-020;WIELICZKA;bd
8473;JANA PAWŁA II 24/10;95-050;KONSTANTYNÓW ŁÓDZKI;bd
8474;OSIEDLE XX-LECIA II RP 8/37;83-300;KARTUZY;bd
8475;JASIELSKA 38/42/55;02-128;WARSZAWA;bd
8476;PRZESMYK 10A;24-173;MARKUSZÓW;bd
8477;DOLNA 2C;87-600;LIPNO;bd
8478;DZIAŁKA NR EW. 131/5;21-044;SIOSTRZYTÓW;bd
8479;RYNEK 36/4;59-220;LEGNICA;bd
8480;PIOTRKOWSKA 68B/41;80-180;GDAŃSK;bd
8481;PRZESMYK 10;24-173;MARKUSZÓW;bd
8482;PRZESMYK 10;24-173;MARKUSZÓW;bd
8483;ZAGÓJSKA 14/84;04-101;WARSZAWA;bd
8484;MJR. MIECZYSŁAWA SŁABEGO 9/1;80-298;GDAŃSK;bd
8485;STEFANA ŻEROMSKIEGO 8;32-650;KĘTY;bd
8486;ARYNÓW 25;05-300;ARYNÓW;bd
8487;JULIANA KLACZKI 14;51-151;WROCŁAW;bd
8488;OS. PARKOWE 19/38;64-700;CZARNKÓW;bd
8489;STARY RYNEK 30/31;62-600;KOŁO;bd
8490;KOPERNIKA 7;27-320;SOLEC NAD WISŁĄ;bd
8491;PRZYJAZNA 6/14;85-858;BYDGOSZCZ;bd
8492;STANISŁAWA WYSPIAŃSKIEGO 14/22;21-040;ŚWIDNIK;bd
8493;CYRKONIOWA 3/15;20-583;LUBLIN;bd
8494;WŁADYSŁAWA GRABSKIEGO 15/34;47-223;KĘDZIERZYN-KOŹLE;bd
8495;PODGÓRZE 10A/1;92-008;ŁÓDŹ;bd
8496;WIERZCHOSŁAWICE 513;33-122;WIERZCHOSŁAWICE;bd
8497;SPACEROWA 17/22;64-920;PIŁA;bd
8498;ŁÓDZKA 29A;82-300;ELBLĄG;bd
8499;OS.WYSOKIE 4/17;31-818;KRAKÓW;bd
8500;BATALIONU PARASOL 19/202;45-290;OPOLE;bd
8501;ZAWIDZ KOŚCIELNY 14;09-226;ZAWIDZ KOŚCIELNY;bd
8502;ZAWIDZ KOŚCIELNY 14;09-226;ZAWIDZ KOŚCIELNY;bd
8503;KRAKOWSKA 8;05-120;LEGIONOWO;bd
8504;1905 GO ROKU 54A/43;26-600;RADOM;bd
8505;ODRZAŃSKA 70/1;47-253;MIEJSCE ODRZAŃSKIE;bd
8506;ZAWIDZ KOŚCIELNY 14;09-226;ZAWIDZ KOŚCIELNY;bd
8507;KOŚCIUSZKI 20/9;43-173;ŁAZISKA GÓRNE;bd
8508;KARKONOWSKA 168;35-083;RZESZÓW;bd
8509;JERUTY 43;12-140;JERUTY;bd
8510;WILHELMA STRYJEWSKIEGO 39C/4;80-620;GDAŃSK;bd
8511;LUTYKÓW 18/5;75-950;KOSZALIN;bd
8512;ŻYROWSKA 1;47-330;ZDZIESZOWICE;bd
8513;POLNA 30/9;21-040;ŚWIDNIK;bd
8514;BEKASA 15/41;44-100;GLIWICE;bd
8515;DĄBROWSKIEGO 44A/6;93-277;ŁÓDŹ;bd
8516;KLONOWNICA MAŁA 63;21-505;KLONOWNICA MAŁA;bd
8517;ŚLĘZAKI 42A;39-450;BARANÓW SANDOMIERSKI;bd
8518;ORKANA 5/1;76-200;SŁUPSK;bd
8519;KONSTANTYNÓW 15;99-311;BEDLNO;bd
8520;KRASNE 32B/13;22-170;KRASNE;bd
8521;WĄGLANY 21;26-307;WĄGLANY;bd
8522;WĄGLANY 21;26-307;WĄGLANY;bd
8523;BŁOŃSKA 16;24-173;MARKUSZÓW;bd
8524;POLNA 28;24-173;MARKUSZÓW;bd
8525;GRUNWALDZKA 125/26;64-100;LESZNO;bd
8526;BYDGOSKA 15/1;86-260;RACINIEWO;bd
8527;PLEBANOWCE 9;16-100;SOKÓŁKA;bd
8528;HUGONA KOŁŁĄTAJA 27/12;24-100;PUŁAWY;bd
8529;TYLNA 12A;24-173;MARKUSZÓW;bd
8530;ŁAGODNA 52;34-300;ŻYWIEC;bd
8531;3-GO MAJA 4;21-543;KONSTANTYNÓW;bd
8532;JAGUSZEWICE 16/2;87-330;JAGUSZEWICE;bd
8533;KĘPA 13/1;12-250;ORZYSZ;bd
8534;FLORIAŃSKA 129;34-100;TOMICE;bd
8535;FLORIAŃSKA 129;34-100;TOMICE;bd
8536;JAROSZYN 46;62-406;LĄDEK;bd
8537;OKOPOWA 18-28/13;21-500;BIAŁA PODLASKA;bd
8538;WIERZBOWA 11C/29;64-800;CHODZIEŻ;bd
8539;WIELKA PUSZCZA 50;43-353;PORĄBKA;bd
8540;ZAWADA 316;97-200;ZAWADA;bd
8541;MIESZKA I 1/3;72-010;POLICE;bd
8542;GRABKÓW 9;26-200;GRABKÓW;bd
8543;GRABKÓW 9;26-200;GRABKÓW;bd
8544;JESIONOWA 15/10;43-300;BIELSKO-BIAŁA;bd
8545;CHWARZNIEŃSKA 4/17;81-613;GDYNIA;bd
8546;ZIELENIEC 87F 3;46-034;POKÓJ;bd
8547;KAMELIOWA 28;81-591;GDYNIA;bd
8548;PL. KONSTYTUCJI 3 MAJA 4/15;32-300;OLKUSZ;bd
8549;MICHAŁA NOWAKOWSKIEGO 2/12;41-907;BYTOM;bd
8550;PŁOŃSKA 12/18;85-767;BYDGOSZCZ;bd
8551;MARII CURIE SKŁODOWSKIEJ 90/39;85-733;BYDGOSZCZ;bd
8552;SARBIA 8/4;78-133;SARBIA;bd
8553;ADAMIN 58;62-641;ADAMIN;bd
8554;KOSYNIERÓW 6B/18;21-040;ŚWIDNIK;bd
8555;LUDWIKA WARYŃSKIEGO 2/50;85-320;BYDGOSZCZ;bd
8556;SŁONECZNA 11;07-201;LUCYNÓW;bd
8557;ŁĄCZYN 89A;28-300;JĘDRZEJÓW;bd
8558;HENRYKA STRUMIŃSKIEGO 17/3;21-040;ŚWIDNIK;bd
8559;WRZACA 68/4;76-251;WRZĄCA;bd
8560;JÓZEFA IGNACEGO KRASZEWSKIEGO 4/10;87-100;TORUŃ;bd
8561;KIEDRZYŃSKA 97/11;42-215;CZĘSTOCHOWA;bd
8562;PUSTA KUŹNICA 20/2;42-700;LUBLINIEC;bd
8563;ŻYWIECKA 83;34-331;ŚWINNA;bd
8564;GŁĘBOCZEK 361/23 1/1;78-551;GŁĘBOCZEK;bd
8565;OSIEDLE SŁONECZNE 29/72;27-400;OSTROWIEC ŚWIĘTOKRZYSKI;bd
8566;WŁADYSŁAWA SZAFERA 17;38-500;SANOK;bd
8567;BOH. WARSZAWY 45/8;72-200;NOWOGARD;bd
8568;JANISZEWO 31;87-602;JANISZEWO;bd
8569;ZAUŁEK ROGOZIŃSKI 19/19;51-116;WROCŁAW;bd
8570;ALFREDA BRANDOWSKIEGO 16;63-200;WILKOWYJA;bd
8571;KOZŁOWSKIEGO 9/2;62-064;PLEWISKA;bd
8572;SETNA 46A;37-522;SZÓWSKO;bd
8573;OSIEDLE 700 LECIA 2A/8;32-650;KĘTY;bd
8574;DR WINCENTEGO STYCZYŃSKIEGO 14/5;41-500;CHORZÓW;bd
8575;ADOLFOWO 23/5;64-832;ADOLFOWO;bd
8576;KRASIŃSKIEGO 127/10;74-101;GRYFINO;bd
8577;WARSZAWSKA 51;42-470;SIEWIERZ;bd
8578;PAŃSKA 66;95-070;RĄBIEŃ;bd
8579;MASZTALERSKA 12;04-444;WARSZAWA;bd
8580;WOLA RAFAŁOWSKA 96;36-017;WOLA RAFAŁOWSKA;bd
8581;OSIEDLE KONSTYTUCJI 3 MAJA 22/5;83-200;STAROGARD GDAŃSKI;bd
8582;ZBOŻOWA 45/78;87-100;TORUŃ;bd
8583;HUBERTA 5/8;05-300;MIŃSK MAZOWIECKI;bd
8584;SŁOWIAŃSKA 26;95-070;RĄBIEŃ;bd
8585;KAPLICZNA 9/6;83-400;KOŚCIERZYNA;bd
8586;KACICE 81A;32-090;KACICE;bd
8587;ŚNIADECKIEGO 4/12;95-200;PABIANICE;bd
8588;DR ZYGMUNTA SCHINZLA 11/46;27-600;SANDOMIERZ;bd
8589;GEN. JÓZEFA BEMA 10/18;18-300;ZAMBRÓW;bd
8590;WOJSKA POLSKIEGO 4/17;22-200;WŁODAWA;bd
8591;NARUTOWICZA 29/25;22-500;HRUBIESZÓW;bd
8592;PUŁASKIEGO 10/2A;42-226;CZĘSTOCHOWA;bd
8593;MACIEJA KALENKIEWICZA 2/18;82-300;ELBLĄG;bd
8594;ŁUCZYCE 66;37-705;ŁUCZYCE;bd
8595;ŁUCZYCE 66;37-705;ŁUCZYCE;bd
8596;ŁUCZYCE 66;37-705;ŁUCZYCE;bd
8597;OSIEDLE NA SKARPIE 49/18;31-911;KRAKÓW;bd
8598;OSOWSKA 70/72/6;04-332;WARSZAWA;bd
8599;SOCHACZEWSKIEGO 4/15;07-410;OSTROŁĘKA;bd
8600;RAMUŁTOWICE 14;55-311;RAMUŁTOWICE;bd
8601;PADEREWSKIEGO 2/4;98-300;WIELUŃ;bd
8602;ŁYSOKANIE 571;32-015;ŁYSOKANIE;bd
8603;ARMII KRAJOWEJ 61/9;58-130;ŻARÓW;bd
8604;OFIAR GÓR MORZEWSKICH 54;64-800;CHODZIEŻ;bd
8605;PIASKOWA 9B/2;72-010;POLICE;bd
8606;GÓRNA 53/2;41-710;RUDA ŚLĄSKA;bd
8607;AL. GRUNWALDZKA 607D/10;80-337;GDAŃSK;bd
8608;AKACJOWA 10;81-198;MOSTY;bd
8609;POKRZYWNICA 3;64-930;SZYDŁOWO;bd
8610;OSIEDLE JAGIELLONÓW 2/15;37-600;LUBACZÓW;bd
8611;WŁADYSŁAWA SIKORSKIEGO 116/10;44-103;GLIWICE;bd
8612;PL. JANA PAWŁA II 24/68;19-300;EŁK;bd
8613;KRÓLOWEJ JADWIGI 1/22;70-300;SZCZECIN;bd
8614;ZWYCIESTWA 6;42-520;DĄBROWA GÓRNICZA;bd
8615;BREŃSKA 46;33-140;LISIA GÓRA;bd
8616;WŁADYSŁAWA OPOLCZYKA 2/25;43-200;PSZCZYNA;bd
8617;ŻABI KRUK 9/29;80-822;GDAŃSK;bd
8618;MAKSYMILIANA MARII KOLBEGO 20/5;34-730;MSZANA DOLNA;bd
8619;KAZIMIERZA WIELKIEGO 10/28;14-260;LUBAWA;bd
8620;PŁK. KAZIMIERZA DREWNOWSKIEGO 6/9;05-131;ZEGRZE;bd
8621;ZAMKOWA 3C/8;72-200;NOWOGARD;bd
8622;ZAHUTYŃ 185;38-500;ZAHUTYŃ;bd
8623;KIJOWSKA 13/36;85-703;BYDGOSZCZ;bd
8624;STOBNO 23;72-002;STOBNO;bd
8625;JERZEGO BOGUMIŁA PUSCHA 7/58;25-635;KIELCE;bd
8626;3 MAJA 1/16;21-040;ŚWIDNIK;bd
8627;BRZOZOWA 5B/4;72-304;BROJCE;bd
8628;MAZAŃCOWICE 357;43-391;MAZAŃCOWICE;bd
8629;RADWANKI 69/8;64-832;RADWANKI;bd
8630;POZNAŃSKA 107/44;08-110;SIEDLCE;bd
8631;AMBROŻEGO PORDZIKA 1/6;41-806;ZABRZE;bd
8632;PIOTRA WYSOCKIEGO 8/32;27-200;STARACHOWICE;bd
8633;BALBINKI 8/40;02-495;WARSZAWA;bd
8634;GABSZEWICZA 32/1;61-329;POZNAŃ;bd
8635;STANISŁAWÓW STARY 43;95-083;STANISŁAWÓW STARY;bd
8636;ZAGRODA 811;43-374;BUCZKOWICE;bd
8637;WITOLDA PILECKIEGO 28/12;41-608;ŚWIĘTOCHŁOWICE;bd
8638;DWORCOWA 13;27-440;ĆMIELÓW;bd
8639;DWORCOWA 13;27-440;ĆMIELÓW;bd
8640;GRUNWALDZKA 3/3;13-200;DZIAŁDOWO;bd
8641;BOLESŁAWA CHROBREGO 3A;83-110;TCZEW;bd
8642;RADOJEWICE 3;88-110;RADOJEWICE;bd
8643;MARYNARKI WOJENNEJ 18/40;33-100;TARNÓW;bd
8644;WYBICKIEGO 1/58;31-261;KRAKÓW;bd
8645;OFIAR KATYNIA 19/34;35-206;RZESZÓW;bd
8646;PIASKOWA 100/2;72-010;POLICE;bd
8647;ŁĄCZNA 1/34;40-236;KATOWICE;bd
8648;NIECIECZA 3;33-240;ŻABNO;bd
8649;TRÓJCZYCE 116;37-717;KASZYCE;bd
8650;ŚCINAWSKA 12/7;53-642;WROCŁAW;bd
8651;WSCHODNIA 7/4;20-015;LUBLIN;bd
8652;WOJSKA POLSKIEGO 129/4;86-100;ŚWIECIE;bd
8653;ŻYTNIA 38B;05-504;PRACE DUŻE;bd
8654;ZACISZE 15/2;76-010;POLANÓW;bd
8655;KANAŁOWA 10/1;60-710;POZNAŃ;bd
8656;ZGŁOBIEŃ 581;36-046;ZGŁOBIEŃ;bd
8657;LAZUROWA 2/52;01-315;WARSZAWA;bd
8658;BĘDZIENICA 2;39-124;BĘDZIENICA;bd
8659;MUCHÓWKA 52/0;34-406;GROŃ;bd
8660;POPRZECZNA 33;21-003;DYS;bd
8661;WOLA CHODKOWSKA DZ.NR./294/12;26-900;KOZIENICE;bd
8662;STEFANA OKRZEI 29/1/21;57-300;KŁODZKO;bd
8663;UZDROWISKOWA 3;80-690;GDAŃSK;bd
8664;KĘCKA 6;43-332;PISARZOWICE;bd
8665;STAROWIEJSKA 9;32-500;CHRZANÓW;bd
8666;LIGOCKA 3;44-105;GLIWICE;bd
8667;DWORCOWA 41A/8;10-437;OLSZTYN;bd
8668;AFRYKAŃSKA 8/83;03-966;WARSZAWA;bd
8669;STANISŁAWA IGNACEGO WITKIEWICZA 37/11;71-122;SZCZECIN;bd
8670;OPOLSKA 27/174;31-279;KRAKÓW;bd
8671;FELICJANEK 15/22;31-103;KRAKÓW;bd
8672;RADOSZOWSKA 50;44-280;RYDUŁTOWY;bd
8673;JASIEŃ 34;87-605;TŁUCHOWO;bd
8674;JASIEŃ 34;87-605;TŁUCHOWO;bd
8675;WARSZÓWEK 74;27-225;PAWŁÓW;bd
8676;GRYFIŃSKA 78B/10;70-772;SZCZECIN;bd
8677;KIJEWO 36;88-140;KIJEWO;bd
8678;1 MAJA 12/2;57-200;ZĄBKOWICE ŚLĄSKIE;bd
8679;OS PIASTÓW 11/28;31-623;KRAKÓW;bd
8680;BEDNARSKA 615;34-383;KAMESZNICA;bd
8681;KRÓLOWEJ JADWIGI 4/15;11-500;GIŻYCKO;bd
8682;PIECZOŁUGI 8C;05-170;ZAKROCZYM;bd
8683;PIECZOŁUGI 8C;05-170;ZAKROCZYM;bd
8684;WELLETÓW 5/2;72-022;NOWE WARPNO;bd
8685;SIELSKA 26;10-802;OLSZTYN;bd
8686;ROKICINY PODHALAŃSKIE 38;34-721;ROKICINY PODHALAŃSKIE;bd
8687;ŁUCZNICZA 62/38;71-472;SZCZECIN;bd
8688;OSIECZEK 239;87-222;KSIĄŻKI;bd
8689;RADIOWA 9/33;01-485;WARSZAWA;bd
8690;POŁUDNIOWA 299;38-422;KROŚCIENKO WYŻNE;bd
8691;ROOSEVELTA 11/13;11-700;MRĄGOWO;bd
8692;KRAŃCOWA 32;43-340;KOZY;bd
8693;ALEJA 1 MAJA 99;87-630;SKĘPE;bd
8694;LIPOWA 11;21-080;GARBÓW;bd
8695;KLONOWA 12/17;21-040;ŚWIDNIK;bd
8696;SIEDLISKA 149;33-172;SIEDLISKA;bd
8697;KRZYWA 84A;39-120;SĘDZISZÓW MAŁOPOLSKI;bd
8698;WŁADYSŁAWA BARTOSZEWSKIEGO 16;42-215;CZĘSTOCHOWA;bd
8699;PIASKOWA 66;84-223;LINIA;bd
8700;STORLUS 27/3;86-221;STORLUS;bd
8701;ŚLEFARNIA 28;26-085;CIOSOWA;bd
8702;ODROWSKIEGO 3/9;82-500;KWIDZYN;bd
8703;BARBARY JEZIORKOWSKIEJ 14/12;64-100;LESZNO;bd
8704;KLIMKA 13C;44-213;KSIĄŻENICE;bd
8705;JULIUSZA KOSSAKA 38/1;59-920;BOGATYNIA;bd
8706;MAJDAN STARY 56;23-414;MAJDAN STARY;bd
8707;NOWY ŚWIAT 13;62-704;NOWY ŚWIAT;bd
8708;WRONIECKA 108/2;64-700;CZARNKÓW;bd
8709;WOJEWÓDZKA 11/19;25-536;KIELCE;bd
8710;WAWELSKA 2/10;67-200;GŁOGÓW;bd
8711;SANDOMIERSKA 26/17;85-830;BYDGOSZCZ;bd
8712;AL. OKRĘŻNA 80/37;88-100;INOWROCŁAW;bd
8713;KOŚCIUSZKI 2A/3;88-300;MOGILNO;bd
8714;LIPOWA 2A/12;72-100;GOLENIÓW;bd
8715;1 MAJA 49;95-070;ALEKSANDRÓW ŁÓDZKI;bd
8716;AKACJOWA 14C;55-095;DŁUGOŁĘKA;bd
