Lp.;Nr_umowy;Data.poczatku.okresu.ubezpieczenia;Data.konca.okresu.ubezpieczenia;SU_v_PML;Odnow;Adres_Ulica_i_numer;Adres_Kod_pocztowy;Adres_Miasto;Adres_Wojewodztwo;Adres_Kraj;ReasekuracjaO;ReasekuracjaF
1682;M1035359610;17.06.2021;16.06.2022;425000;TAK;Bukowina 60;43-180;Orzesze;śląskie;Polska;1,2;NA
1683;M1035359709;14.02.2021;13.02.2022;340000;TAK;Xawerego Dunikowskiego 2;02-784;Warszawa;mazowieckie;Polska;1,2;NA
1684;M1035364210;10.06.2021;09.06.2022;310000;TAK;Długa 59;42-200;Częstochowa;śląskie;Polska;1,2;NA
1685;M10353854604;29.07.2021;28.07.2022;364000;TAK;Nowa 3;47-223;Brzeźce;opolskie;Polska;1,2;NA
1686;M1035408410;09.06.2021;08.06.2022;120000;TAK;Dziwnowska 4;72-400;Kamień Pomorski;zachodniopomorskie;Polska;1,2;NA
1687;M10354274104;01.08.2021;31.07.2022;260000;TAK;Partyzantów 154a;29-100;Włoszczowa;świętokrzyskie;Polska;1,2;NA
1688;M10354392104;29.07.2021;28.07.2022;1500000;TAK;Syta 102A;02-987;Warszawa;mazowieckie;Polska;1,2;NA
1689;M10354406004;02.08.2021;01.08.2022;310000;TAK;Legnicka 39;62-800;Kalisz;wielkopolskie;Polska;1,2;NA
1690;M10354413904;31.07.2021;30.07.2022;320000;TAK;Inwalidów 8;30-033;Kraków;małopolskie;Polska;1,2;NA
1691;M1035443810;14.06.2021;13.06.2022;810000;TAK;Słoneczna 14;08-443;Sobienie-Jeziory;mazowieckie;Polska;1,2;NA
1692;M10354583204;29.07.2021;28.07.2022;515000;TAK;Henryka Sienkiewicza 1;21-412;Adamów;lubelskie;Polska;1,2;NA
1693;M10354633504;29.07.2021;28.07.2022;265000;TAK;Jałowice 19;68-343;Jałowice;lubuskie;Polska;1,2;NA
1694;M10354693803;20.01.2021;19.01.2022;450000;TAK;Klimatyczna 96;80-690;Gdańsk;pomorskie;Polska;1,2;NA
1695;M10354695303;20.01.2021;19.01.2022;150000;TAK;mjr. Mieczysława Słabego 5;80-298;Gdańsk;pomorskie;Polska;1,2;NA
1696;M10354710804;21.08.2021;20.08.2022;265000;TAK;Kolady 1;02-691;Warszawa;mazowieckie;Polska;1,2;NA
1697;M1035510010;17.06.2021;16.06.2022;450000;TAK;Leśna 14;36-060;Głogów Małopolski;podkarpackie;Polska;1,2;NA
1698;M10355519104;30.07.2021;29.07.2022;540000;TAK;Janczewo 20;66-431;Janczewo;lubuskie;Polska;1,2;NA
1699;M1035560810;10.06.2021;09.06.2022;190000;TAK;Sosnowa 21/23;42-216;Częstochowa;śląskie;Polska;1,2;NA
1700;M10355738204;20.08.2021;19.08.2022;2,00E+05;TAK;Szpitalna 32b;41-250;Czeladź;śląskie;Polska;1,2;NA
1701;M10356257604;09.08.2021;08.08.2022;506000;TAK;Szeroka 8K;46-022;Biadacz;opolskie;Polska;1,2;NA
1702;M10356259504;01.08.2021;31.07.2022;650000;TAK;Os.Azaliowe 3/1;62-023;Kamionki;wielkopolskie;Polska;1,2;NA
1703;M10356261504;01.08.2021;31.07.2022;310000;TAK;Prof. Michała Bobrzyńskiego 27;30-348;Kraków;małopolskie;Polska;1,2;NA
1704;M10356265404;29.07.2021;28.07.2022;280000;TAK;Jasna Rola 36c;61-609;Poznań;wielkopolskie;Polska;1,2;NA
1705;M10356277604;01.08.2021;31.07.2022;475000;TAK;Pohulanka 10D;80-807;Gdańsk;pomorskie;Polska;1,2;NA
1706;M10356409004;06.08.2021;05.08.2022;550000;TAK;Nowowolska 46;95-200;Pabianice;łódzkie;Polska;1,2;NA
1707;M10357569604;29.07.2021;28.07.2022;260000;TAK;Prymasa Stefana Wyszyńskiego 8;08-110;Siedlce;mazowieckie;Polska;1,2;NA
1708;M1035764010;07.11.2021;06.11.2022;1360000;TAK;Leśna 53;05-806;Pęcice Małe;mazowieckie;Polska;1,2;NA
1709;M10358849204;14.08.2021;13.08.2022;320000;TAK;Słoneczna 6H;05-500;Stara Iwiczna;mazowieckie;Polska;1,2;NA
1710;M1035912610;28.06.2021;27.06.2022;420000;TAK;Demlin 145;83-250;Skarszewy;pomorskie;Polska;1,2;NA
1711;M10359461204;29.07.2021;28.07.2022;590240;TAK;Siemomysła 15;30-571;Kraków;małopolskie;Polska;1,2;NA
1712;M1035958710;19.06.2021;18.06.2022;271000;TAK;Prusa Bolesława 10;10-288;Olsztyn;warmińsko-mazurskie;Polska;1,2;NA
1713;M1035961310;10.06.2021;09.06.2022;350000;TAK;Rzemieślnicza 5;62-007;Biskupice;wielkopolskie;Polska;1,2;NA
1714;M1035961610;01.06.2021;31.05.2022;370000;TAK;Jabłówko 31b;89-210;Jabłówko;kujawsko-pomorskie;Polska;1,2;NA
1715;M1035976110;01.06.2021;31.05.2022;4,00E+05;TAK;Józefa Wybickiego 1;61-529;Poznań;wielkopolskie;Polska;1,2;NA
1716;M1035981310;01.06.2021;31.05.2022;110000;TAK;Magiera Antoniego 7a;01-873;Warszawa;mazowieckie;Polska;1,2;NA
1717;M1035996510;10.06.2021;09.06.2022;175000;TAK;Południowa 1;99-200;Poddębice;łódzkie;Polska;1,2;NA
1718;M10360004804;01.08.2021;31.07.2022;540000;TAK;Trześniowska 44;20-227;Lublin;lubelskie;Polska;1,2;NA
1719;M1036000910;19.06.2021;18.06.2022;180000;TAK;Łokietka Władysława 4;93-335;Łódź;łódzkie;Polska;1,2;NA
1720;M10360126004;01.08.2021;31.07.2022;160000;TAK;Jana Henryka Dąbrowskiego 80;60-529;Poznań;wielkopolskie;Polska;1,2;NA
1721;M10360137604;31.07.2021;30.07.2022;4,00E+05;TAK;Chryzantem 16;44-200;Rybnik;śląskie;Polska;1,2;NA
1722;M10360137904;15.08.2021;14.08.2022;450000;TAK;Nefrytowa 16;05-500;Piaseczno;mazowieckie;Polska;1,2;NA
1723;M1036016610;10.06.2021;09.06.2022;420000;TAK;Parkowa 45;05-083;Wólka;mazowieckie;Polska;1,2;NA
1724;M1036017210;24.06.2021;23.06.2022;4,00E+05;TAK;Os. Stare Żegrze 2;61-249;Poznań;wielkopolskie;Polska;1,2;NA
1725;M1036036510;18.06.2021;17.06.2022;285000;TAK;Jagiellońska 17;05-120;Legionowo;mazowieckie;Polska;1,2;NA
1726;M1036036610;18.06.2021;17.06.2022;350000;TAK;Nietuszyna 86c;98-311;Nietuszyna;łódzkie;Polska;1,2;NA
1727;M1036038710;24.05.2021;23.05.2022;370000;TAK;Artura Grottgera 4;60-757;Poznań;wielkopolskie;Polska;1,2;NA
1728;M1036079910;11.06.2021;10.06.2022;450000;TAK;Wilczak 18B;61-623;Poznań;wielkopolskie;Polska;1,2;NA
1729;M1036084410;11.06.2021;10.06.2022;2,00E+05;TAK;Wiejska 26-28;81-068;Gdynia;pomorskie;Polska;1,2;NA
1730;M1036096210;26.06.2021;25.06.2022;605000;TAK;Fasolowa 19a;02-482;Warszawa;mazowieckie;Polska;1,2;NA
1731;M1036110910;30.06.2021;29.06.2022;350000;TAK;1 Maja 77;90-755;Łódź;łódzkie;Polska;1,2;NA
1732;M1036142910;31.05.2021;30.05.2022;710000;TAK;Belgradzka 4;02-793;Warszawa;mazowieckie;Polska;1,2;NA
1733;M1036146010;11.06.2021;10.06.2022;250000;TAK;Kąpiele Wielkie 120;32-340;Kąpiele Wielkie;małopolskie;Polska;1,2;NA
1734;M1036147810;17.06.2021;16.06.2022;455000;TAK;Rumiankowa 17;13-200;Działdowo;warmińsko-mazurskie;Polska;1,2;NA
1735;M1036165110;11.06.2021;10.06.2022;805000;TAK;Kirasjerów 106;71-231;Szczecin;zachodniopomorskie;Polska;1,2;NA
1736;M1036181310;06.06.2021;05.06.2022;3,00E+05;TAK;Ogrodowa 10;05-552;Jastrzębiec;mazowieckie;Polska;1,2;NA
1737;M1036210010;17.06.2021;16.06.2022;170000;TAK;Jaśkiewicza 9;59-600;Lwówek Śląski;dolnośląskie;Polska;1,2;NA
1738;M1036210910;01.07.2021;30.06.2022;590000;TAK;Wesoła 8;05-840;Brwinów;mazowieckie;Polska;1,2;NA
1739;M1036290710;01.06.2021;31.05.2022;320000;TAK;Goławicka 9;03-550;Warszawa;mazowieckie;Polska;1,2;NA
1740;M10363426404;13.08.2021;12.08.2022;620000;TAK;Stefana Żeromskiego 17;17-300;Siemiatycze;podlaskie;Polska;1,2;NA
1741;M10363441004;23.08.2021;22.08.2022;850000;TAK;Zygmunta Krasińskiego 59;01-755;Warszawa;mazowieckie;Polska;1,2;NA
1742;M10363815004;01.08.2021;31.07.2022;410000;TAK;Fryderyka Chopina 74a;55-050;Sobótka;dolnośląskie;Polska;1,2;NA
1743;M10363819604;01.08.2021;31.07.2022;550000;TAK;Żelazowa Wola 11a;96-503;Żelazowa Wola;mazowieckie;Polska;1,2;NA
1744;M10363824504;09.08.2021;08.08.2022;380000;TAK;gen. Meriana C. Coopera 12a;01-315;Warszawa;mazowieckie;Polska;1,2;NA
1745;M10363984004;30.07.2021;29.07.2022;1030000;TAK;Zygmunta Krasińskiego 7;05-080;Izabelin C;mazowieckie;Polska;1,2;NA
1746;M10364125904;01.08.2021;31.07.2022;615000;TAK;Wolfganga Amadeusa Mozarta 3;31-232;Kraków;małopolskie;Polska;1,2;NA
1747;M10364152004;01.09.2021;31.08.2022;480000;TAK;Grunwaldzka 16a;69-220;Ośno Lubuskie;lubuskie;Polska;1,2;NA
1748;M10364153404;17.09.2021;16.09.2022;195000;TAK;Podrzeczna 40a;99-300;Kutno;łódzkie;Polska;1,2;NA
1749;M10364155804;07.08.2021;06.08.2022;260000;TAK;Jana Piekałkiewicza 5;00-710;Warszawa;mazowieckie;Polska;1,2;NA
1750;M10364156304;14.08.2021;13.08.2022;250000;TAK;Os. Jagiellonów 13a;67-400;Wschowa;lubuskie;Polska;1,2;NA
1751;M10364166004;01.08.2021;31.07.2022;720000;TAK;rtm. Witolda Pileckiego 110;02-781;Warszawa;mazowieckie;Polska;1,2;NA
1752;M10364168704;08.08.2021;07.08.2022;310000;TAK;Poetów 10C;03-147;Warszawa;mazowieckie;Polska;1,2;NA
1753;M10364515904;31.07.2021;30.07.2022;180000;TAK;Bolesława Orlińskiego 8;31-878;Kraków;małopolskie;Polska;1,2;NA
1754;M10366413204;11.08.2021;10.08.2022;280000;TAK;Wyzwolenia 114;44-237;Stanowice;śląskie;Polska;1,2;NA
1755;M1036690510;11.06.2021;10.06.2022;149000;TAK;Lisia 55;65-093;Zielona Góra;lubuskie;Polska;1,2;NA
1756;M1036698110;05.06.2021;04.06.2022;766000;TAK;Plac Thomasa Woodrowa Wilsona 4;01-626;Warszawa;mazowieckie;Polska;1,2;NA
1757;M1036699910;12.06.2021;11.06.2022;350000;TAK;Rokicińska 438;92-601;Łódź;łódzkie;Polska;1,2;NA
1758;M1036708810;11.06.2021;10.06.2022;175000;TAK;Kosciuszki 17;78-600;Wałcz;zachodniopomorskie;Polska;1,2;NA
1759;M10367202004;22.08.2021;21.08.2022;550000;TAK;Łysakowska 13;20-257;Lublin;lubelskie;Polska;1,2;NA
1760;M1036724010;18.06.2021;17.06.2022;175000;TAK;Armii Krajowej 3;21-010;Łęczna;lubelskie;Polska;1,2;NA
1761;M1036740610;17.06.2021;16.06.2022;50000;TAK;Marusarzówny 5b;84-300;Lębork;pomorskie;Polska;1,2;NA
1762;M10367555704;01.08.2021;31.07.2022;820000;TAK;Wólka Grodziska 43f;05-825;Wólka Grodziska;mazowieckie;Polska;1,2;NA
1763;M1036759510;16.06.2021;15.06.2022;250000;TAK;Czwartaków 10;44-100;Gliwice;śląskie;Polska;1,2;NA
1764;M1036763310;16.06.2021;15.06.2022;495000;TAK;Jedności Narodowej 191;50-303;Wrocław;dolnośląskie;Polska;1,2;NA
1765;M1036764210;12.06.2021;11.06.2022;120000;TAK;Bytomska 105;41-940;Piekary Śląskie;śląskie;Polska;1,2;NA
1766;M1036777310;16.06.2021;15.06.2022;630000;TAK;Czajki 14;32-615;Grojec;małopolskie;Polska;1,2;NA
1767;M1036783910;11.06.2021;10.06.2022;250000;TAK;Skąpe 113;66-213;Skąpe;lubuskie;Polska;1,2;NA
1768;M1036790010;31.05.2021;30.05.2022;750000;TAK;Ludwika Narbutta 83;02-524;Warszawa;mazowieckie;Polska;1,2;NA
1769;M1036807610;15.07.2021;14.07.2022;240000;TAK;Niekłańska 30;03-924;Warszawa;mazowieckie;Polska;1,2;NA
1770;M1036873310;28.06.2021;27.06.2022;250000;TAK;Berylowa 21;91-360;Łódź;łódzkie;Polska;1,2;NA
1771;M10369548704;01.08.2021;31.07.2022;280024;TAK;Sienkiewicza 6;12-230;Biała Piska;warmińsko-mazurskie;Polska;1,2;NA
1772;M10369549304;09.09.2021;08.09.2022;170000;TAK;Przedwiośnie 38;44-119;Gliwice;śląskie;Polska;1,2;NA
1773;M1037038510;01.07.2021;30.06.2022;490000;TAK;Szymona Askenazego 2;03-580;Warszawa;mazowieckie;Polska;1,2;NA
1774;M10371204204;31.07.2021;30.07.2022;315000;TAK;Bolesława Śmiałego 1;60-682;Poznań;wielkopolskie;Polska;1,2;NA
1775;M10371286004;05.08.2021;04.08.2022;369500;TAK;Wiosenna 5;05-091;Ząbki;mazowieckie;Polska;1,2;NA
1776;M10371287404;01.08.2021;31.07.2022;230000;TAK;św. Teresy od Dzieciątka Jezus 23A;91-348;Łódź;łódzkie;Polska;1,2;NA
1777;M10371287904;01.08.2021;31.07.2022;3,00E+05;TAK;Żyznów 983/4;38-100;Żyznów;podkarpackie;Polska;1,2;NA
1778;M10371553904;01.08.2021;31.07.2022;190000;TAK;Górnicza 6;26-605;Radom;mazowieckie;Polska;1,2;NA
1779;M10371562404;31.07.2021;30.07.2022;155000;TAK;Bałtycka 17b;78-100;Kołobrzeg;zachodniopomorskie;Polska;1,2;NA
1780;M10371562504;31.07.2021;30.07.2022;510000;TAK;Startowa 3;60-408;Poznań;wielkopolskie;Polska;1,2;NA
1781;M10371887204;31.07.2021;30.07.2022;520000;TAK;Startowa 3A;60-408;Poznań;wielkopolskie;Polska;1,2;NA
1782;M10371917904;30.08.2021;29.08.2022;190000;TAK;Lutomierska 113;91-046;Łódź;łódzkie;Polska;1,2;NA
1783;M10371947104;21.08.2021;20.08.2022;390000;TAK;Zamkowa 3;03-890;Warszawa;mazowieckie;Polska;1,2;NA
1784;M1037251910;17.06.2021;16.06.2022;6,00E+05;TAK;Przy Parku 93;05-080;Lipków;mazowieckie;Polska;1,2;NA
1785;M1037253410;13.10.2021;12.10.2022;520000;TAK;Piękna 21;05-555;Wola Przypkowska;mazowieckie;Polska;1,2;NA
1786;M10372602704;31.07.2021;30.07.2022;590000;TAK;Biesiadna 6;05-077;Warszawa;mazowieckie;Polska;1,2;NA
1787;M1037296210;25.05.2021;24.05.2022;540000;TAK;Mieczysława Markowskiego 18;05-500;Piaseczno;mazowieckie;Polska;1,2;NA
1788;M1037297010;25.06.2021;24.06.2022;120000;TAK;Kościuszki 25;58-371;Boguszów-Gorce;dolnośląskie;Polska;1,2;NA
1789;M1037300510;12.06.2021;11.06.2022;160000;TAK;Czysta 7;26-600;Radom;mazowieckie;Polska;1,2;NA
1790;M1037300610;25.06.2021;24.06.2022;440000;TAK;Staromłyńska 20a;70-561;Szczecin;zachodniopomorskie;Polska;1,2;NA
1791;M1037313310;01.07.2021;30.06.2022;70000;TAK;Ostrobramska 104A;04-118;Warszawa;mazowieckie;Polska;1,2;NA
1792;M10373370304;01.08.2021;31.07.2022;215000;TAK;Stefana Ramułta 38;81-241;Gdynia;pomorskie;Polska;1,2;NA
1793;M1037355210;16.06.2021;15.06.2022;120000;TAK;Klaudyny 18;01-684;Warszawa;mazowieckie;Polska;1,2;NA
1794;M1037380110;08.08.2021;07.08.2022;110000;TAK;Stolarska 19A;81-173;Gdynia;pomorskie;Polska;1,2;NA
1795;M1037385010;01.06.2021;31.05.2022;366000;TAK;Dobosza 10;02-376;Warszawa;mazowieckie;Polska;1,2;NA
1796;M1037405410;21.06.2021;20.06.2022;150000;TAK;Jagiełły 41;59-330;Ścinawa;dolnośląskie;Polska;1,2;NA
1797;M1037405910;29.06.2021;28.06.2022;390000;TAK;Korfantego 37;44-186;Gierałtowice;śląskie;Polska;1,2;NA
1798;M1037415810;01.06.2021;31.05.2022;220000;TAK;Stroma 1;44-240;Żory;śląskie;Polska;1,2;NA
1799;M10374821304;08.09.2021;07.09.2022;181700;TAK;Śmiechowska 34a;84-200;Wejherowo;pomorskie;Polska;1,2;NA
1800;M1037516510;25.06.2021;24.06.2022;160000;TAK;Opolska 22;44-335;Jastrzębie-Zdrój;śląskie;Polska;1,2;NA
1801;M1037530910;24.05.2021;23.05.2022;340000;TAK;Św. Bonifacego 75;02-936;Warszawa;mazowieckie;Polska;1,2;NA
1802;M10376103104;01.08.2021;31.07.2022;840000;TAK;Dębowa 9;62-081;Przeźmierowo;wielkopolskie;Polska;1,2;NA
1803;M1037649610;27.06.2021;26.06.2022;225000;TAK;Beniowskiego 3;83-000;Pruszcz Gdański;pomorskie;Polska;1,2;NA
1804;M1037659410;19.06.2021;18.06.2022;8,00E+05;TAK;Legii Wrzesińskiej 8;62-300;Września;wielkopolskie;Polska;1,2;NA
1805;M10376631904;12.08.2021;11.08.2022;525000;TAK;Ublinek 12;27-545;Ublinek;świętokrzyskie;Polska;1,2;NA
1806;M1037664210;01.06.2021;31.05.2022;320000;TAK;Rumiana 71;02-956;Warszawa;mazowieckie;Polska;1,2;NA
1807;M10376683004;01.08.2021;31.07.2022;950000;TAK;Witolda Lutosławskiego 8;05-807;Terenia;mazowieckie;Polska;1,2;NA
1808;M10376726304;29.08.2021;28.08.2022;270000;TAK;Główna 34;99-335;Witonia;łódzkie;Polska;1,2;NA
1809;M10376727204;02.08.2021;01.08.2022;380000;TAK;Różana 24;83-304;Tokary;pomorskie;Polska;1,2;NA
1810;M10376731004;15.10.2021;14.10.2022;120000;TAK;Norberta Barlickiego 40;50-313;Wrocław;dolnośląskie;Polska;1,2;NA
1811;M1037676910;01.06.2021;31.05.2022;190000;TAK;Kasztanowa 13b;72-415;Międzywodzie;zachodniopomorskie;Polska;1,2;NA
1812;M10377134904;01.08.2021;31.07.2022;180000;TAK;Ogrody 22;27-400;Ostrowiec Świętokrzyski;świętokrzyskie;Polska;1,2;NA
1813;M10377158204;01.08.2021;31.07.2022;285000;TAK;Jabłoniowa 15B;80-175;Gdańsk;pomorskie;Polska;1,2;NA
1814;M1037750810;01.06.2021;31.05.2022;370000;TAK;Suwalska 23;03-252;Warszawa;mazowieckie;Polska;1,2;NA
1815;M1037823410;20.06.2021;19.06.2022;430000;TAK;Kondratowicza Ludwika 63a;03-285;Warszawa;mazowieckie;Polska;1,2;NA
1816;M10378249104;01.08.2021;31.07.2022;407000;TAK;Tymiankowa 4;62-080;Rumianek;wielkopolskie;Polska;1,2;NA
1817;M10378355404;01.08.2021;31.07.2022;85000;TAK;Kazimierza Karasia 10;64-100;Leszno;wielkopolskie;Polska;1,2;NA
1818;M1037845710;25.06.2021;24.06.2022;59000;TAK;Betowena 11a;58-300;Wałbrzych;dolnośląskie;Polska;1,2;NA
1819;M10378971904;20.08.2021;19.08.2022;471000;TAK;Dębowa 8;64-115;Wilkowice;wielkopolskie;Polska;1,2;NA
1820;M10378980104;08.08.2021;07.08.2022;480000;TAK;Komorska 4;04-161;Warszawa;mazowieckie;Polska;1,2;NA
1821;M1037902510;29.06.2021;28.06.2022;240000;TAK;Waryńskiego 2;59-420;Bolków;dolnośląskie;Polska;1,2;NA
1822;M1037903110;29.06.2021;28.06.2022;1,00E+05;TAK;Reymonta 18;59-420;Bolków;dolnośląskie;Polska;1,2;NA
1823;M1037911110;20.06.2021;19.06.2022;450000;TAK;Graniczna 36;42-575;Strzyżowice;śląskie;Polska;1,2;NA
1824;M1037914710;15.06.2021;14.06.2022;150000;TAK;Mieczysława Karłowicza 19;41-506;Chorzów;śląskie;Polska;1,2;NA
1825;M1037926710;07.06.2021;06.06.2022;150000;TAK;Aspekt 63;01-904;Warszawa;mazowieckie;Polska;1,2;NA
1826;M10379311404;27.08.2021;26.08.2022;330000;TAK;Turkusowa 1;81-158;Gdynia;pomorskie;Polska;1,2;NA
1827;M1037935410;20.06.2021;19.06.2022;185000;TAK;Iwaszkiewicza 6;39-100;Ropczyce;podkarpackie;Polska;1,2;NA
1828;M1037938510;27.06.2021;26.06.2022;130000;TAK;Wojska Polskiego 6;05-101;Nowy Dwór Mazowiecki;mazowieckie;Polska;1,2;NA
1829;M10379718004;01.08.2021;31.07.2022;210000;TAK;Szeroka 7/11a;97-200;Tomaszów Mazowiecki;łódzkie;Polska;1,2;NA
1830;M1037976410;20.06.2021;19.06.2022;170000;TAK;Wojska Polskiego 7A;83-000;Pruszcz Gdański;pomorskie;Polska;1,2;NA
1831;M10379866404;01.08.2021;31.07.2022;870000;TAK;Polna 5A;05-540;Ustanów;mazowieckie;Polska;1,2;NA
1832;M1038013210;25.06.2021;24.06.2022;240000;TAK;Sochaczewska 18;05-840;Brwinów;mazowieckie;Polska;1,2;NA
1833;M10380199904;08.08.2021;07.08.2022;90000;TAK;Emilii Plater 7;66-620;Gubin;lubuskie;Polska;1,2;NA
1834;M10380695304;01.08.2021;31.07.2022;3,00E+05;TAK;Stary Janków 6A;05-250;Stary Janków;mazowieckie;Polska;1,2;NA
1835;M1038086310;01.07.2021;30.06.2022;160000;TAK;Dantego Alighieri 7;01-914;Warszawa;mazowieckie;Polska;1,2;NA
1836;M10381247004;01.08.2021;31.07.2022;325000;TAK;Mazurska 44/46;93-149;Łódź;łódzkie;Polska;1,2;NA
1837;M10381261504;08.08.2021;07.08.2022;205000;TAK;Szkolna 4;06-120;Winnica;mazowieckie;Polska;1,2;NA
1838;M10381267604;10.09.2021;09.09.2022;550000;TAK;Ruczaj 4;30-409;Kraków;małopolskie;Polska;1,2;NA
1839;M10381268304;12.08.2021;11.08.2022;550000;TAK;Rozłucka 9;04-020;Warszawa;mazowieckie;Polska;1,2;NA
1840;M1038130110;01.06.2021;31.05.2022;640000;TAK;Gen. Józefa Hallera 249a;80-502;Gdańsk;pomorskie;Polska;1,2;NA
1841;M10381942304;01.08.2021;31.07.2022;280000;TAK;Budziszyńska 28b;54-434;Wrocław;dolnośląskie;Polska;1,2;NA
1842;M10382244904;14.08.2021;13.08.2022;350000;TAK;Wielkopolska 12;78-100;Kołobrzeg;zachodniopomorskie;Polska;1,2;NA
1843;M10382246704;02.08.2021;01.08.2022;3,00E+05;TAK;Struga 29;11-500;Giżycko;warmińsko-mazurskie;Polska;1,2;NA
1844;M10382250104;02.08.2021;01.08.2022;390000;TAK;Sąsiedzka 74;93-330;Łódź;łódzkie;Polska;1,2;NA
1845;M10382611904;01.08.2021;31.07.2022;330000;TAK;Krakowska 4A;41-253;Czeladź;śląskie;Polska;1,2;NA
1846;M1038271810;27.06.2021;26.06.2022;875000;TAK;Stanisława Dubois 13;93-491;Łódź;łódzkie;Polska;1,2;NA
1847;M1038278110;01.06.2021;31.05.2022;720000;TAK;Komarnik 152;34-331;Świnna;śląskie;Polska;1,2;NA
1848;M1038279110;14.06.2021;13.06.2022;350000;TAK;Józefa Milcarka 24;21-500;Biała Podlaska;lubelskie;Polska;1,2;NA
1849;M1038288110;19.07.2021;18.07.2022;390000;TAK;Józefa Raciborskiego 15;62-800;Kalisz;wielkopolskie;Polska;1,2;NA
1850;M10382881204;01.08.2021;31.07.2022;160000;TAK;27 Stycznia 20;41-253;Czeladź;śląskie;Polska;1,2;NA
1851;M10382913704;25.08.2021;24.08.2022;170000;TAK;Wesoła 2;41-200;Sosnowiec;śląskie;Polska;1,2;NA
1852;M1038304710;27.06.2021;26.06.2022;95000;TAK;Bardowskiego 12;58-302;Wałbrzych;dolnośląskie;Polska;1,2;NA
1853;M1038311310;13.06.2021;12.06.2022;150000;TAK;Niepodległości 30;41-106;Siemianowice Śląskie;śląskie;Polska;1,2;NA
1854;M1038316610;27.06.2021;26.06.2022;185000;TAK;Przemysłowa 18a;91-704;Łódź;łódzkie;Polska;1,2;NA
1855;M10383209704;04.08.2021;03.08.2022;285000;TAK;Rakowska 12;02-237;Warszawa;mazowieckie;Polska;1,2;NA
1856;M1038327510;01.06.2021;31.05.2022;70000;TAK;Parkowa 24;78-300;Świdwin;zachodniopomorskie;Polska;1,2;NA
1857;M10383435704;01.08.2021;31.07.2022;330000;TAK;Łazienna 58;16-300;Augustów;podlaskie;Polska;1,2;NA
1858;M1038381210;10.06.2021;09.06.2022;140000;TAK;Zamkowa 4;44-160;Rudziniec;śląskie;Polska;1,2;NA
1859;M10384382904;05.08.2021;04.08.2022;283800;TAK;Konikowo 68h;76-024;Konikowo;zachodniopomorskie;Polska;1,2;NA
1860;M10384615604;20.08.2021;19.08.2022;860000;TAK;Jaśminowy Stok 42;80-177;Gdańsk;pomorskie;Polska;1,2;NA
1861;M10384621104;13.08.2021;12.08.2022;490000;TAK;Waleriana Łukasińskiego 4;93-172;Łódź;łódzkie;Polska;1,2;NA
1862;M1038480410;13.06.2021;12.06.2022;328000;TAK;Niewielka 29A;00-713;Warszawa;mazowieckie;Polska;1,2;NA
1863;M1038481010;18.06.2021;17.06.2022;160000;TAK;Gustawa Morcinka 16c;67-200;Głogów;dolnośląskie;Polska;1,2;NA
1864;M10385134004;02.08.2021;01.08.2022;245000;TAK;Zofii Nałkowskiej 5;01-886;Warszawa;mazowieckie;Polska;1,2;NA
1865;M1038527410;23.06.2021;22.06.2022;4,00E+05;TAK;Jelenia 28;54-242;Wrocław;dolnośląskie;Polska;1,2;NA
1866;M1038550310;27.06.2021;26.06.2022;1055000;TAK;Kujawska 2d;05-820;Piastów;mazowieckie;Polska;1,2;NA
1867;M1038554910;20.06.2021;19.06.2022;655000;TAK;Lipowa 2h;95-050;Konstantynów Łódzki;łódzkie;Polska;1,2;NA
1868;M10385610704;08.08.2021;07.08.2022;2,00E+05;TAK;Motycz 151a;21-030;Motycz;lubelskie;Polska;1,2;NA
1869;M10385618404;28.08.2021;27.08.2022;180000;TAK;Śródborze 7;27-530;Śródborze;świętokrzyskie;Polska;1,2;NA
1870;M1038565310;28.06.2021;27.06.2022;82000;TAK;26 marca 128;44-300;Wodzisław Śląski;śląskie;Polska;1,2;NA
1871;M1038565410;23.06.2021;22.06.2022;250000;TAK;Pleśniarowicza Jerzego 4;35-117;Rzeszów;podkarpackie;Polska;1,2;NA
1872;M1038565710;30.06.2021;29.06.2022;195000;TAK;Plac Zwycięstwa 1;56-400;Oleśnica;dolnośląskie;Polska;1,2;NA
1873;M1038568910;24.06.2021;23.06.2022;420000;TAK;Jeleniogórska 65;80-180;Gdańsk;pomorskie;Polska;1,2;NA
1874;M1038570510;26.05.2021;25.05.2022;7,00E+05;TAK;Jana Kilińskiego 30b;05-530;Góra Kalwaria;mazowieckie;Polska;1,2;NA
1875;M1038570810;10.06.2021;09.06.2022;110000;TAK;Lecha 7A;05-400;Otwock;mazowieckie;Polska;1,2;NA
1876;M1038572210;23.06.2021;22.06.2022;250000;TAK;Ziołowa 2;40-634;Katowice;śląskie;Polska;1,2;NA
1877;M1038630710;24.06.2021;23.06.2022;114000;TAK;Zielona 33;44-335;Jastrzębie-Zdrój;śląskie;Polska;1,2;NA
1878;M1038633210;17.09.2021;16.09.2022;320000;TAK;Szeroka 3;86-022;Wudzyn;kujawsko-pomorskie;Polska;1,2;NA
1879;M1038640110;26.06.2021;25.06.2022;140000;TAK;Wołodyjowskiego Michała 1;63-900;Rawicz;wielkopolskie;Polska;1,2;NA
1880;M10386437204;01.08.2021;31.07.2022;425000;TAK;Łukowska 42;20-723;Lublin;lubelskie;Polska;1,2;NA
